Customer Name,Sales,Profit,Orders
Brad Eason,1727.652,139.20080000000002,6
Brad Norvell,265.296,36.6131,4
Brad Thomas,415.19599999999997,126.8694,2
Bradley Drucker,4411.2429999999995,1142.1225,6
Bradley Nguyen,1459.344,340.7054,5
Bradley Talbott,2684.4919999999997,409.4983,5
Brenda Bowman,6765.728,1015.0749999999999,9
Brendan Dodson,320.54,116.714,2
Brendan Murry,808.162,95.58160000000001,6
Brendan Sweed,2454.928,381.7807,6
Brian Dahlen,3288.471,634.8463,7
Brian DeCherney,1538.11,206.75689999999997,6
Brian Derr,582.646,141.53400000000002,3
Brian Moss,7294.185,2199.2781,11
Brian Stugart,3288.1099999999997,238.73680000000002,3
Brian Thompson,3196.752,447.74839999999995,7
Brooke Gillingham,1874.172,107.5715,6
Brosina Hoffman,6255.351,802.7898,8
Bruce Degenhardt,1526.5,333.9791,6
Bruce Geld,1006.356,119.34790000000001,6
Bruce Stewart,2562.382,-113.29840000000003,7
Bryan Davis,658.466,141.265,6
Bryan Mills,1338.842,137.7439,10
Bryan Spruell,949.4300000000001,194.0516,2
Candace McMahon,1673.888,214.463,6
Cari Sayre,1278.954,185.3776,5
Cari Schnelling,537.632,105.8275,6
Carl Jackson,16.52,1.652,1
Carl Ludwig,1262.0140000000001,328.0847,4
Carl Weiss,1136.592,370.8298,6
Carlos Daly,2033.968,426.661,5
Carlos Meador,565.392,-43.732400000000005,2
Carlos Soltero,3036.547,-126.4223,11
Carol Adams,3789.7228,1143.3817,6
Carol Darley,639.766,-206.7172,3
Carol Triggs,3241.898,161.22629999999995,8
Caroline Jumper,11164.974,858.7414,8
Cassandra Brandow,6076.139,150.2089,10
Catherine Glotzbach,904.4680000000001,86.5106,6
Cathy Armstrong,1679.7240000000002,211.2559,5
Cathy Hwang,1537.236,195.15109999999999,3
Cathy Prescott,5402.254,427.0258,8
Chad Cunningham,1770.945,208.5912,6
Chad McGuire,1661.6100000000001,409.0679,4
Chad Sievert,884.64,143.8339,4
Charles Crestani,2471.65,392.2825,7
Charles McCrossin,2533.314,-394.3686,6
Charles Sheldon,844.4580000000001,113.1405,5
Charlotte Melton,1475.144,91.2033,6
Chloris Kastensmidt,3154.855,141.2831,13
Chris Cortes,3913.418,393.9618,12
Chris McAfee,2305.712,365.0387,5
Chris Selesnick,2754.216,738.3626,12
Christina Anderson,2648.2872,279.6183,9
Christina DeMoss,1205.584,233.0274,2
Christina VanderZanden,2830.6279999999997,493.0861,5
Christine Abelman,1421.954,246.02179999999998,4
Christine Kargatis,2945.321,261.22090000000003,5
Christine Phan,5888.275,-1850.3029000000001,8
Christine Sundaresam,3202.1620000000003,831.9432,11
Christopher Conant,12129.072000000002,2177.0493,5
Christopher Martinez,8954.019999999999,3899.8903999999998,4
Christopher Schild,3651.8585000000003,-342.80330000000004,9
Christy Brittain,1949.2,272.3883,8
Chuck Clark,2870.05,424.6583,10
Chuck Magee,287.99,64.4296,3
Chuck Sachs,550.644,156.2593,2
Cindy Chapman,1659.438,154.851,9
Cindy Schnelling,1077.2285,-302.8761,4
Cindy Stewart,5690.054999999999,-6626.389499999999,6
Claire Gute,1148.7800000000002,169.93439999999998,3
Claudia Bergmann,4246.4555,1049.5601,8
Clay Cheatham,113.832,33.870599999999996,3
Clay Ludtke,10880.546,1933.7830999999999,12
Clay Rozendal,2148.852,74.40129999999999,4
Clytie Kelty,2372.75,497.70980000000003,11
Corey Catlett,2540.631,331.434,7
Corey Roper,475.9,144.7594,3
Corey-Lock,1300.076,205.62820000000002,5
Corinna Mitchell,6339.5576,1572.4585,6
Craig Carreira,2269.7015,187.8399,7
Craig Carroll,2854.1150000000002,850.1591,4
Craig Leslie,2353.586,229.00990000000002,5
Craig Molinari,3984.4524,176.3108,4
Craig Reiter,1600.55,306.9176,4
Craig Yedwab,2900.026,60.64670000000001,8
Cyma Kinney,1582.109,-338.4311,9
Cynthia Arntzen,3041.566,204.48950000000002,7
Cynthia Delaney,1860.732,403.8422,5
Cynthia Voltz,2370.3136,98.99749999999999,9
Cyra Reiten,1397.8724,83.27029999999999,3
Damala Kotsonis,3256.48,881.1228000000001,12
Dan Campbell,3336.168,-1441.6312999999998,9
Dan Lawera,1503.112,322.2449,8
Dan Reichenbach,6528.034000000001,1641.8613,9
Dana Kaydos,4282.176,937.6496,5
Daniel Byrd,2171.599,431.3748,8
Daniel Lacy,3272.2,4.213200000000029,6
Daniel Raglin,8350.868,2869.0759999999996,8
Dario Medina,1322.034,108.7583,7
Darren Budd,2839.2272,213.00289999999998,5
Darren Koutras,1687.04,-107.35379999999998,5
Darren Powers,1050.636,241.4524,9
Darrin Martin,6345.103,1677.3931,7
Darrin Sayre,1762.213,193.3319,4
Darrin Van Huff,1119.483,-427.184,5
Dave Brooks,4531.646,473.0272,7
Dave Hallsten,4932.872,1193.7404,6
Dave Kipp,2650.557,536.3935,7
Dave Poirier,2215.002,563.1761,8
David Bremer,2973.094,-1421.7692,7
David Flashing,2390.534,-259.3097,3
David Kendrick,797.832,249.9447,2
David Philippe,1058.616,-40.93759999999999,2
David Smith,2881.8128,163.6993,9
David Wiener,1080.751,-86.87379999999999,6
Dean Braden,2332.577,169.9679,10
Dean Katz,4802.394,209.89940000000004,9
Dean percer,7198.7609999999995,333.36479999999995,11
Deanra Eno,2550.874,464.47139999999996,5
Deborah Brumfield,4655.897,841.8263999999999,8
Debra Catini,1174.618,132.06820000000002,5
Deirdre Greer,3195.818,562.7761,5
Delfina Latchford,1458.258,288.8732,8
Denise Leinenbach,585.02,222.6812,4
Denise Monton,4074.4719999999998,1319.0586,8
Dennis Bolton,1081.466,291.0085,5
Dennis Kane,3318.486,377.0799,8
Dennis Pardue,5480.723999999999,1571.8318,9
Denny Blanton,1711.692,438.9092,4
Denny Joy,2012.52,483.03499999999997,4
Denny Ordway,1300.0315,-38.90860000000001,9
Dianna Arnett,156.76,56.7904,4
Dianna Vittorini,3341.587,353.2127,6
Dianna Wilson,5271.628,1348.7556,5
Dionis Lloyd,3539.322,-52.78799999999997,8
Don Jones,2501.6879999999996,345.2521,8
Don Miller,1376.792,199.7688,3
Don Weiss,344.08,69.6672,5
Dorothy Badders,3908.8028,109.32700000000001,7
Dorothy Dickinson,269.542,36.4344,6
Dorothy Wardle,1204.854,-266.8966,7
Dorris liebe,755.602,175.2388,5
Doug Bickford,1989.05,438.80119999999994,7
Doug Jacobs,3356.398,731.5644,3
Doug O'Connell,1267.316,294.0676,7
Duane Benoit,1155.202,177.67350000000002,7
Duane Huffman,1043.096,116.667,4
Duane Noonan,2139.79,540.5405000000001,7
Ed Braxton,3644.978,13.621500000000005,9
Ed Jacobs,2162.174,387.0176,4
Ed Ludwig,124.28,27.1154,2
Edward Becker,3236.314,-80.28599999999999,10
Edward Hooks,10310.880000000001,1393.5154,12
Edward Nazzal,2199.366,496.1131,4
Eileen Kiefer,1303.478,97.10659999999999,4
Eleni McCrary,2567.0099999999998,-133.8275,5
Elizabeth Moffitt,2339.598,682.5541999999999,8
Ellis Ballard,4358.128,656.1988,5
Elpida Rittenbach,1245.788,-295.7398,3
Emily Burns,2767.219,261.5315,10
Emily Ducich,3484.92,670.4435000000001,8
Emily Grady,1832.02,104.2656,5
Emily Phan,5478.0608,144.9578,17
Eric Barreto,944.6000000000001,0.6042000000000058,5
Eric Hoffmann,684.1709999999999,53.53980000000001,8
Eric Murdock,933.704,102.29599999999999,5
Erica Bern,1643.255,162.8781,4
Erica Hackney,825.9499999999999,150.3759,6
Erica Hernandez,1219.53,-94.14079999999997,7
Erica Smith,3510.4579999999996,1003.2935,5
Erin Ashbrook,2846.705,-52.74059999999998,13
Erin Creighton,461.914,96.4256,5
Erin Mull,228.99,40.15459999999999,4
Erin Smith,4657.924,246.6661,9
Eudokia Martin,1041.0420000000001,240.2362,4
Eugene Barchas,3071.126,184.7656,6
Eugene Hildebrand,3082.653,96.27019999999999,10
Eugene Moren,4588.436000000001,1319.3655,6
Eva Jacobs,2656.691,451.87550000000005,5
Evan Bailliet,1186.326,282.1701,6
Evan Henry,923.884,242.1107,6
Evan Minnotte,366.822,21.7721,3
Filia McAdams,2456.638,249.6808,10
Frank Atkinson,2984.054,520.5229,7
Frank Carlisle,3418.742,1217.1662000000001,7
Frank Gastineau,1383.144,394.73969999999997,7
Frank Hawley,4256.272,1073.2676,10
Frank Merwin,3736.198,198.10949999999997,9
Frank Olsen,2678.438,215.59689999999998,10
Frank Preis,4046.746,406.44730000000004,8
Fred Chung,3889.366,714.2926,7
Fred Harton,2271.284,706.289,4
Fred Hopkins,6987.196,2050.2826,8
Fred McMath,2523.266,191.4898,9
Fred Wasserman,79.75,23.491300000000003,3
Gary Hansen,2819.4669999999996,-576.8335,9
Gary Hwang,4172.8460000000005,1176.4181,4
Gary McGarr,3582.8199999999997,347.266,7
Gary Mitchum,3078.624,793.2814000000001,6
Gary Zandusky,4355.150000000001,1087.7539,9
Gene Hale,1361.2440000000001,-95.4498,2
Gene McClure,1255.682,441.3185,10
George Ashbrook,3919.7760000000003,840.899,8
George Bell,1568.44,7.837100000000003,11
George Zrebassa,2454.6220000000003,828.661,4
Georgia Rosenberg,1284.38,359.83320000000003,2
Giulietta Baptist,4716.288,1135.8393,5
Giulietta Dortch,1888.07,230.93729999999996,4
Giulietta Weimer,2189.019,-268.54229999999995,7
Grace Kelly,6497.27,1448.5525,9
Grant Thornton,9351.212,-4108.6589,3
Greg Guthrie,2224.0,12.698500000000008,9
Greg Hansen,146.94080000000002,-5.810200000000001,2
Greg Matthias,3163.628,35.48649999999999,6
Greg Maxwell,6049.966,188.7235,3
Greg Tran,11820.119999999999,2163.4269,11
Guy Armstrong,1398.382,136.70790000000002,11
Guy Phonely,236.53,31.837600000000002,2
Guy Thornton,226.436,-6.139200000000002,4
Hallie Redmond,1299.288,185.5794,5
Harold Dahlen,251.36,-135.87599999999998,3
Harold Engle,883.5319999999999,274.4028,4
Harold Pawlan,1990.314,373.8637,7
Harold Ryan,5248.787,1196.9504,7
Harry Greene,785.628,147.0032,5
Harry Marie,8236.7648,2437.9836,10
Heather Jas,358.1,98.6548,5
Heather Kirkland,4877.784,956.9451,8
Helen Abelman,2163.3,270.8574,7
Helen Andreada,2584.158,99.1445,8
Helen Wasserman,9300.254,2164.1611,8
Henia Zydlo,886.52,-130.3879,5
Henry Goldwyn,3247.642,-2797.9635000000003,12
Henry MacAllister,736.276,117.2755,4
Herbert Flentye,2533.1639999999998,-13.876799999999989,7
Hilary Holden,218.668,86.7342,2
Hunter Glantz,3690.284,804.6113,7
Hunter Lopez,12873.297999999999,5622.4292000000005,6
Ionia McGrath,2872.63,975.7701,3
Irene Maddox,4930.474,514.6527,7
Ivan Gibson,744.574,320.4982,4
Ivan Liston,5040.736,1121.937,7
Jack Garza,2358.676,684.1911,3
Jack Lebron,1214.956,-207.79559999999998,6
Jack O'Briant,3254.949,581.4045,9
James Galang,6366.392,1415.6664,11
James Lanier,1571.523,209.2817,5
Jamie Frazer,2279.5860000000002,575.1259,7
Jamie Kunitz,4427.142,1219.983,5
Jane Waco,7721.714,2173.7093999999997,6
Janet Lee,2203.7,54.51740000000002,5
Janet Martin,3159.1220000000003,19.82350000000004,6
Janet Molinari,1804.146,502.6143,5
Jas O'Carroll,1934.272,202.13619999999997,6
Jason Fortune-,955.124,97.28899999999999,5
Jason Gross,2240.58,3.7976000000000063,6
Jason Klamczynski,383.812,55.32769999999999,3
Jasper Cacioppo,71.263,-0.35560000000000036,4
Jay Fein,1911.844,330.199,6
Jay Kimmel,2709.632,330.2838,8
Jenna Caffey,1058.108,502.92440000000005,1
Jennifer Braxton,1791.605,156.05319999999998,10
Jennifer Ferguson,2371.448,635.6376,6
Jennifer Halladay,309.281,-24.077100000000005,4
Jennifer Jackson,709.178,200.5558,5
Jennifer Patt,1669.135,429.7465,7
Jeremy Ellison,1388.682,276.2197,6
Jeremy Farry,1082.918,-18.06730000000001,11
Jeremy Lonsdale,3173.874,591.7163,6
Jeremy Pistek,3635.594,757.1802,7
Jessica Myrick,1733.443,356.5395,7
Jesus Ocampo,1090.838,167.6709,5
Jill Fjeld,4198.332,1073.2088,8
Jill Matthias,303.948,113.1204,5
Jill Stevenson,1417.654,-175.54899999999998,4
Jim Epp,7754.976,1623.4019,7
Jim Karlsson,3760.028,750.9485,7
Jim Kriz,4760.434,1172.5303,9
Jim Mitchum,864.947,117.20400000000001,5
Jim Radford,1156.658,-785.1645,2
Jim Sink,1131.0639999999999,-54.8692,4
Jocasta Rupert,863.88,107.985,1
Joe Elijah,8697.842999999999,1262.2926,10
Joe Kamberova,4867.2,55.0483,10
Joel Eaton,6760.8150000000005,221.79670000000002,13
Joel Jenkins,195.0,34.449200000000005,2
John Castell,2772.055,279.56919999999997,9
John Dryer,2152.352,-266.55249999999995,5
John Grady,1507.018,206.1019,6
John Huston,528.91,26.082199999999997,6
John Lee,9799.923,228.907,11
John Lucas,2725.256,779.9046,6
John Murray,7625.076000000001,1574.6163999999999,7
John Stevenson,3868.02,564.9798000000001,5
Jonathan Doherty,7610.8640000000005,1050.2667999999999,11
Jonathan Howell,959.477,-13.554499999999996,7
Joni Blumstein,900.552,-286.9808,3
Joni Sundaresam,469.169,-327.9336,5
Joni Wasserman,1244.086,-29.575899999999987,7
Joseph Airdo,6491.026,-819.4217000000001,8
Joseph Holt,7954.9980000000005,-644.6982,6
Joy Bell-,644.1188,126.76490000000001,7
Joy Daniels,385.43,26.7605,6
Joy Smith,2516.494,-311.25749999999994,6
Julia Barnett,2518.115,201.51850000000002,5
Julia Dunbar,695.442,111.11410000000001,3
Julia West,1428.731,154.06369999999998,4
Juliana Krohn,3747.668,586.6625,3
Julie Creighton,858.576,201.5952,5
Julie Kriz,2932.484,122.6566,10
Julie Prescott,1707.71,309.7116,9
Justin Deggeller,8828.0305,1619.5199,8
Justin Ellison,2697.248,789.6476,3
Justin Hirsh,2256.3940000000002,-96.95300000000002,4
Justin MacKendrick,2833.9260000000004,754.1144,10
Justin Ritter,2201.686,452.37300000000005,5
Kalyca Meade,2260.958,635.1057000000001,6
Karen Bern,3152.6150000000002,763.9076,7
Karen Carlisle,2120.954,846.1217,6
Karen Daniels,8282.358,1107.6952000000003,5
Karen Ferguson,10604.266,1660.1386,7
Karen Seio,88.472,0.11099999999999888,3
Karl Braun,1569.464,49.71929999999999,9
Katharine Harms,3312.864,454.7871,8
Katherine Ducich,1888.964,328.5942,6
Katherine Hughes,3100.612,528.2051,6
Katherine Murray,5620.186,973.7901999999999,8
Katherine Nockton,2617.272,-151.1518,9
Katrina Bavinger,908.821,274.297,3
Katrina Edelman,1686.7312,397.87989999999996,8
Katrina Willman,4416.5199999999995,1756.135,5
Kean Nguyen,2171.962,114.3083,5
Kean Takahito,3057.1,254.0032,7
Kean Thornton,4642.088400000001,194.0671,10
Keith Dawkins,8181.256,3038.6254,12
Keith Herrera,5952.859,656.1162,7
Kelly Andreada,1519.506,234.9194,7
Kelly Collister,3908.262,709.4219,4
Kelly Lampkin,5016.488,-182.78130000000002,8
Kelly Williams,449.096,107.92699999999999,4
Ken Black,2744.742,579.3551,12
Ken Brennan,983.922,293.55240000000003,7
Ken Dana,2243.5099999999998,539.7219,5
Ken Heidel,3918.9660000000003,727.3786,9
Ken Lonsdale,14175.229000000001,806.855,12
Khloe Miller,453.538,91.1391,5
Kimberly Carter,1146.05,156.7797,4
Kristen Hastings,5990.799,1227.5091,7
Kristina Nunn,2280.58,329.76250000000005,8
Kunst Miller,4909.472,745.7685,8
Larry Blacks,50.188,18.6507,3
Larry Hughes,287.426,12.627699999999999,3
Larry Tron,329.876,59.036,3
Laura Armstrong,8673.222,2059.1199,11
Laurel Beltran,4985.676,-52.19099999999998,8
Laurel Elliston,1469.45,161.76489999999998,6
Laurel Workman,2238.061,32.5767,5
Lauren Leatherbury,2741.2039999999997,560.0078,6
Lela Donovan,5.304,0.4641,1
Lena Cacioppo,2580.7039999999997,-188.25110000000004,8
Lena Creighton,7663.126,1288.3469,12
Lena Hernandez,2295.332,526.0727,9
Lena Radford,5142.892,535.4764,6
Linda Cazamias,4492.946,288.26599999999996,8
Linda Southworth,2845.27,-318.77369999999996,6
Lindsay Castell,3246.626,299.48019999999997,4
Lindsay Shagiari,2988.674,262.63669999999996,9
Lindsay Williams,3230.308,662.8339000000001,6
Lisa DeCherney,1961.934,557.1714,4
Lisa Hazard,318.239,-242.73989999999998,4
Lisa Ryan,1879.306,-382.8079,5
Liz Carlisle,2095.064,86.77799999999999,5
Liz MacKendrick,1346.774,-44.87799999999999,5
Liz Pelletier,756.606,110.7813,4
Liz Preis,3653.399,338.44539999999995,7
Liz Thompson,2936.252,320.973,8
Liz Willingham,1259.04,192.6312,3
Logan Currie,2633.582,231.12520000000004,9
Logan Haushalter,1739.689,316.5202,9
Lori Olson,644.35,150.1712,5
Luke Foster,3930.5089999999996,-3583.977,7
Luke Schmidt,1010.2560000000001,244.197,6
Luke Weiss,5420.514,837.2411,7
Lycoris Saunders,368.88000000000005,39.1952,3
Lynn Smith,1008.1360000000001,348.3584,6
Magdelene Morse,1314.023,178.402,4
Marc Crier,2725.982,461.0014,8
Marc Harrigan,2394.025,28.761200000000038,6
Maria Bertelson,1548.702,212.425,10
Maria Etezadi,10663.728000000001,1859.4695,10
Maria Zettner,593.606,85.01910000000001,4
Maribeth Dona,3766.382,-241.94999999999996,7
Maribeth Schnelling,7443.6900000000005,844.9354999999998,10
Maribeth Yedwab,2254.285,319.1211,7
Marina Lichtenstein,2722.843,684.9162,9
Maris LaWare,2921.5,-76.17550000000003,6
Mark Cousins,4432.138,1802.3903,5
Mark Haberlin,400.016,61.428599999999996,4
Mark Hamilton,2456.1820000000002,484.77330000000006,8
Mark Packer,3206.132,600.2873,7
Mark Van Huff,1560.05,189.0258,9
Mary O'Rourke,922.487,59.357699999999994,4
Mary Zewe,2564.906,787.7503,6
MaryBeth Skach,475.65599999999995,84.0268,4
Mathew Reese,639.178,162.9363,4
Matt Abelman,4299.161,1240.2266,11
Matt Collins,1303.893,210.7493,8
Matt Collister,2426.067,288.98409999999996,6
Matt Connell,2258.192,195.4486,8
Matt Hagelstein,1252.8,122.3612,4
Matthew Clasen,795.154,-247.94350000000003,4
Matthew Grinstein,3785.276,341.898,7
Maureen Fritzler,937.039,-341.52650000000006,5
Maureen Gastineau,2350.188,25.888599999999972,4
Maureen Gnade,1342.282,-398.79319999999996,3
Maurice Satty,1613.402,247.4348,6
Max Engle,1908.4532,77.81280000000001,8
Max Jones,6320.746,1054.5529000000001,7
Max Ludwig,2071.9139999999998,409.51120000000003,7
Maxwell Schwartz,3144.678,280.85839999999996,9
Maya Herman,2203.7780000000002,238.5614,7
Meg O'Connel,1687.0269999999998,169.34369999999998,8
Meg Tillman,2890.139,509.0068,6
Melanie Seite,370.348,19.431199999999997,4
Michael Chen,3805.714,698.4174,7
Michael Dominguez,1204.91,-4.040300000000002,5
Michael Grace,1242.8329999999999,-470.7684,5
Michael Granlund,776.384,171.7372,9
Michael Kennedy,2302.368,-405.3559,8
Michael Moore,3794.0800000000004,82.12499999999997,11
Michael Nguyen,2477.946,290.8227,6
Michael Oakman,154.288,-82.0074,2
Michael Paige,3983.6420000000003,638.1563,9
Michael Stewart,855.116,55.226,6
Michelle Arnett,2453.284,280.7822,6
Michelle Ellison,1256.944,107.3604,4
Michelle Huthwaite,2984.948,476.9032,5
Michelle Lonsdale,742.082,138.71620000000001,3
Michelle Moray,2749.881,-520.3443,8
Michelle Tran,1319.4498,-23.676300000000005,4
Mick Brown,1428.231,117.8057,7
Mick Crebagga,2218.98,-64.1668,10
Mick Hernandez,5503.093,170.9746,9
Mike Caudle,1581.9979999999998,121.7565,5
Mike Gockenbach,3061.543,-93.603,4
Mike Kennedy,1031.602,227.83380000000002,4
Mike Pelletier,5087.92,226.4529,9
Mike Vittorini,1734.574,273.8582,7
Mitch Gastineau,16.739,-1.2453,1
Mitch Webber,5341.900000000001,1238.422,7
Mitch Willingham,5253.876,1665.516,2
Monica Federle,1758.3,456.86080000000004,5
Muhammed Lee,162.232,42.6648,2
Muhammed MacIntyre,775.414,58.8916,9
Muhammed Yedwab,4152.696,-371.7111,11
Nancy Lomonaco,1418.0900000000001,343.6381,4
Naresj Patel,5529.62,1208.8890000000001,6
Nat Carroll,2461.404,580.3075,5
Nat Gilpin,1869.58,313.63349999999997,5
Natalie DeCherney,4326.139,353.64549999999997,9
Natalie Fritzler,8322.826,-1695.9714,7
Natalie Webber,7234.014,1023.123,7
Nathan Cano,2218.9900000000002,-2204.8072,6
Nathan Gelder,1395.9379999999999,217.0893,5
Nathan Mautz,6459.344,2751.6848999999997,7
Neil Ducich,2893.455,443.33680000000004,6
Neil Französisch,377.16200000000003,85.92779999999999,4
Neil Knudson,572.048,121.2177,7
Neola Schneider,2575.863,-12.303999999999997,4
Neoma Murray,2161.979,788.9525000000001,10
Nick Crebassa,8241.739,1314.758,7
Nick Radford,2367.277,-25.148799999999966,5
Nick Zandusky,2488.31,402.4236,9
Nicole Brennan,273.87199999999996,24.788800000000002,2
Nicole Fjeld,2031.472,388.2131,7
Nicole Hansen,2673.29,760.1666,7
Noah Childs,1821.742,-359.02099999999996,5
Noel Staavos,2964.823,-234.7714,13
Nona Balk,1972.599,117.6429,9
Nora Paige,3908.402,514.6002,5
Nora Pelletier,1228.698,514.5017,6
Nora Preis,7903.1825,631.2282,7
Odella Nelson,1567.52,-5.88900000000001,9
Olvera Toch,3818.624,-925.1203,5
Pamela Coakley,1832.064,272.685,4
Pamela Stobb,2181.479,-134.441,6
Parhena Norris,1467.152,192.0396,8
Patricia Hirasaki,729.648,47.8878,1
Patrick Bzostek,740.356,229.2257,3
Patrick Gardner,3086.907,137.46130000000002,13
Patrick Jones,1220.09,442.1355,8
Patrick O'Brill,7473.8282,38.47569999999996,11
Patrick O'Donnell,2493.214,437.8533,7
Patrick Ryan,1840.178,247.6226,5
Paul Gonzalez,1987.164,334.5163,9
Paul Knutson,1441.152,-798.705,2
Paul Lucas,239.481,-0.7527000000000026,5
Paul MacIntyre,1405.402,157.8768,3
Paul Prost,7252.608,1495.0854,10
Paul Stevenson,1278.639,198.5099,8
Paul Van Hugh,2876.046,434.52840000000003,5
Pauline Chand,1061.488,-184.3364,2
Pauline Johnson,1824.2340000000002,682.9979000000001,7
Pauline Webber,3454.916,803.8169,10
Penelope Sewall,6843.634,1742.7296999999999,7
Pete Armstrong,729.408,225.8588,6
Pete Kriz,8646.934,2038.2676000000001,12
Pete Takahito,160.572,-20.0508,4
Peter Bühler,688.324,218.15970000000002,4
Peter Fuller,9062.864,-614.2943000000001,4
Peter McVee,4115.662,526.7537,4
Philip Brown,1456.95,280.6606,8
Philip Fox,2770.0,196.87389999999996,6
Philisse Overcash,4893.043,1155.4331,9
Phillina Ober,1056.858,-49.70089999999999,5
Phillip Breyer,132.738,21.897000000000002,2
Phillip Flathmann,2206.1279999999997,591.3118000000001,5
Pierre Wener,3922.4150000000004,1290.354,7
Quincy Jones,6108.338,1203.6768,9
Rachel Payne,954.6452,59.538399999999996,4
Ralph Arnett,2617.906,546.0882,9
Ralph Kennedy,1460.192,269.688,3
Ralph Ritter,615.932,-73.835,2
Randy Bradley,1008.1959999999999,-164.40619999999998,2
Randy Ferguson,3309.15,633.7072000000001,8
Raymond Buch,15117.339,6976.0959,6
Raymond Messe,1453.474,392.1499,6
Resi Pölking,5153.084,465.25030000000015,12
Ricardo Emerson,48.36,6.045,1
